ALCOHOL DRINKS,,,,,,
,PIWO,BEER,WEIGHT,"PRICE, DKK",BARCODE,Type
Morliny,Berlinki z indykiem,Frankfurters with turkey,250g,19,5900567007076,Type
Morliny,Berlinki z serem,Frankfurters with cheese,250g,19,5900567001517,Type
Morliny,Berlinki z papryka,Frankfurters with sweet pepper,250g,19,5900567001791,Type
,WĘDLINY/ KIEŁBASY,MEAT/ SAUSAGES,WEIGHT,"PRICE, DKK",BARCODE,Type
INDYKPOL,KRAKOWSKA SUCHA KLASYKA Z INDYKA,Krakowska dry classic meat from turkey,325g,59,59033509,Type
INDYKPOL,żywiecka Klasyka z indyka,Zywiecka classic meat from turkey,340g,59,59033516,Type
OLEWNIK,Krakowska sucha,Dry Krakowska meat,255g,40,5906245775084,Type
STAROPOLSKIE WEDLINY,Kiełbasa wieprzowa zwyczajna,Pork sausage,1kg,63,2704140009609,Type
STAROPOLSKIE WEDLINY,Kielbasa podwawelska,Podwawelska sausage,~1 kg,84,2787300010,Type
STAROPOLSKIE WEDLINY,Kaszanka,Kaszanka sausage,~800g,,2709920008,Type
STAROPOLSKIE WEDLINY,Slaska,Slaska sausage,~500g,,2785502005,Type
STAROPOLSKIE WEDLINY,Kielbasa biala parzona,White sausage,~600g,,2400942005,Type
STAROPOLSKIE WEDLINY,Zwyczajna,Ordinary sausage,~900g,,2704140008,Type
SPIZARNIA,Kielbasa z fileta,Sausage from fillet,~700g,74,2533263006,Type
MORLINY,Kiełbasa morlinska z piersi kurczaka,Sausage from chicken breast,"~1,300 kg",87,2967354013,Type
MORLINY,BOCZEK CARSKI,Bacon,1kg,74,210323201,Type
PALUKI,FLAKI PIKANTNE,Spicy tripes,800g,35,590559200092,Type
,PASZTET,PATE,WEIGHT,"PRICE, DKK",BARCODE,Type
DUDA,PASZTETOWA DROBIOWA Z DODATKIEM WIEPRZOWINY,Poultry pate with addition of pork,~700g,29,,Type
KIER,PASZTETOWA FIRMOWA,Pate,~500g,39,2730240004,Type
,KURCZECA,CHICKEN,WEIGHT,"PRICE, DKK",BARCODE,Type
Animex Foods,Cwiartka kurczega wedzona,Smoked chicken quarter,~800g,55,2904795008,Type
